ID,generated_optimized_desc,generated_optimized_desc,fascia,corgeous,need change?
1063312,"Unlock the power of your deep core and foster breath, circulation, and digestion with Jill's guidance in this Coregeous Ball abdominal massage.","Unlock the power of your deep core and foster breath, circulation, and digestion with Jill's guidance in this Cour-gous Ball abdominal massage.",FALSE,TRUE,TRUE
1057619,Engage in breath practices to empower your rest response in this video with Jill where you'll BALL-doze your way into relaxation.,Engage in breath practices to empower your rest response in this video with Jill where you'll BALL-doze your way into relaxation.,FALSE,FALSE,FALSE
107156,Join Jill in this video to discover Roll Model strategies that reset myofascial tissues for improved knee support and coordination.,Join Jill in this video to discover Roll Model strategies that reset myofascial tissues for improved knee support and coordination.,TRUE,FALSE,TRUE
1081226,Invigorate every joint and tissue with Jill in this perfect 40-minute whole body class.,Invigorate every joint and tissue with Jill in this perfect 40-minute whole body class.,FALSE,FALSE,FALSE
7601,Join Jill in this 30-minute Breath & Core class as she guides you through the power of breath to connect with your primal relaxation response.,Join Jill in this 30-minute Breath & Core class as she guides you through the power of breath to connect with your primal relaxation response.,FALSE,FALSE,FALSE
1097783,"Jill guides you through rollouts and strength exercises focusing on neck work, utilizing a wall for added support to keep your head on your shoulders.","Jill guides you through rollouts and strength exercises focusing on neck work, utilizing a wall for added support to keep your head on your shoulders.",FALSE,FALSE,FALSE
1073653,Relax your mind and release tension with Jill as she guides you through a chocolate chip-scented breath exercise to find relaxation anytime you need.,Relax your mind and release tension with Jill as she guides you through a chocolate chip-scented breath exercise to find relaxation anytime you need.,FALSE,FALSE,FALSE
1073972,"Using a Coregeous Ball, Jill guides you to enhance the elasticity and mobility of your ribcage and sternum for more expansive movement and breath.","Using a Cour-gous Ball, Jill guides you to enhance the elasticity and mobility of your ribcage and sternum for more expansive movement and breath.",FALSE,TRUE,TRUE
107618,"Join Jill in this Mentorship Call as she delves into scapula winging, ""Military Neck"", sciatic pain, and sitting patterns while demonstrating a shoulder routine and exploring wall angels.","Join Jill in this Mentorship Call as she delves into scapula winging, ""Military Neck"", sciatic pain, and sitting patterns while demonstrating a shoulder routine and exploring wall angels.",FALSE,FALSE,FALSE
1070108,Corrective exercise that targets forward head posture by retraining and retoning the deep neck flexors with Jill's guidance.,Corrective exercise that targets forward head posture by retraining and retoning the deep neck flexors with Jill's guidance.,FALSE,FALSE,FALSE
1074454,Log your breaths per minute to objectively observe the evolution of your baseline breath count in this Body by Breath video led by Jill.,Log your breaths per minute to objectively observe the evolution of your baseline breath count in this Body by Breath video led by Jill.,FALSE,FALSE,FALSE
7747,Increase joint mobility and recovery potential through this dynamic movement sequence by Jill focusing on joint fluidity and flexibility post-workout.,Increase joint mobility and recovery potential through this dynamic movement sequence by Jill focusing on joint fluidity and flexibility post-workout.,FALSE,FALSE,FALSE
7648,Discover how to move and strengthen your thoracic region with Jill as you explore rib movements to enhance spine strength in this engaging video.,Discover how to move and strengthen your thoracic region with Jill as you explore rib movements to enhance spine strength in this engaging video.,FALSE,FALSE,FALSE
7675,Expand your breath capacity and strengthen your abdominal core with Jill as she guides you through the diaphragm vacuum exercise.,Expand your breath capacity and strengthen your abdominal core with Jill as she guides you through the diaphragm vacuum exercise.,FALSE,FALSE,FALSE
107395,"In this interactive class led by Jill, explore gluteal tendinopathy, scar recovery, spinal stenosis, and long haul Covid recovery topics chosen by participants.","In this interactive class led by Jill, explore gluteal tendinopathy, scar recovery, spinal stenosis, and long haul Covid recovery topics chosen by participants.",FALSE,FALSE,FALSE
1058394,"Join Jill in this video as she guides you through 5 foundational leg/hip stretches combining active and passive elements, perfect for a condensed practice as a primer for your day or a reset after workouts or travel.","Join Jill in this video as she guides you through 5 foundational leg/hip stretches combining active and passive elements, perfect for a condensed practice as a primer for your day or a reset after workouts or travel.",FALSE,FALSE,FALSE
1101704,"Enhance hip strength and mobility with dynamic and isometric challenges, single leg work, and self-myofascial release in this class by Jill.","Enhance hip strength and mobility with dynamic and isometric challenges, single leg work, and self-myofascial release in this class by Jill.",TRUE,FALSE,TRUE
7735,Turn inward and unwind - Jill guides you in a relaxing breathing session to rejuvenate your mind and body.,Turn inward and unwind - Jill guides you in a relaxing breathing session to rejuvenate your mind and body.,FALSE,FALSE,FALSE
1074263,"Using a Coregeous Ball with Jill, raise your pelvis to enhance your hip flexor stretch and explore deeper internal sensations.","Using a Cour-gous Ball with Jill, raise your pelvis to enhance your hip flexor stretch and explore deeper internal sensations.",FALSE,TRUE,TRUE
7579,"Explore how facial massage influences your relaxation response and vocal control, diving into the heart-face connection in an invigorating 30-minute rollout session with Jill.","Explore how facial massage influences your relaxation response and vocal control, diving into the heart-face connection in an invigorating 30-minute rollout session with Jill.",FALSE,FALSE,FALSE
1073657,Realign your breath and strengthen your respiratory core with Thoracic Breath led by Jill to enhance rib mobility and reduce tension.,Realign your breath and strengthen your respiratory core with Thoracic Breath led by Jill to enhance rib mobility and reduce tension.,FALSE,FALSE,FALSE
7668,"Massage your upper back with Yoga Tune Up® therapy balls to free up tension, boost circulation, and energize your entire body.","Massage your upper back with Yoga Tune Up® therapy balls to free up tension, boost circulation, and energize your entire body.",FALSE,FALSE,FALSE
7539,"Explore how to improve the function of your ankles, knees, hips, and spine through this class focused on getting low to the ground and back up again.","Explore how to improve the function of your ankles, knees, hips, and spine through this class focused on getting low to the ground and back up again.",FALSE,FALSE,FALSE
1073824,Engage in diaphragm training with Jill to enhance your breath control for improved performance and relaxation.,Engage in diaphragm training with Jill to enhance your breath control for improved performance and relaxation.,FALSE,FALSE,FALSE
7751,"Unlock the full range of motion in your fingers, wrists, and elbows with articulating moves that strengthen finer joints and muscles, perfect for easing discomfort from conditions like carpal tunnel syndrome and tennis/golf elbow.","Unlock the full range of motion in your fingers, wrists, and elbows with articulating moves that strengthen finer joints and muscles, perfect for easing discomfort from conditions like carpal tunnel syndrome and tennis/golf elbow.",FALSE,FALSE,FALSE
1039607,"Join Jill in this class to fluff your fascia and lay the groundwork for movement and pain relief, whether you're aiming to showcase your physique or indulge in a little rollief.","Join Jill in this class to fluff your fasha and lay the groundwork for movement and pain relief, whether you're aiming to showcase your physique or indulge in a little rollief.",TRUE,FALSE,TRUE
7615,"Jill guides you through a core and low back sequence using therapy balls to massage the ribs, soothe the lower back, and stretch trunk muscles for increased comfort.","Jill guides you through a core and low back sequence using therapy balls to massage the ribs, soothe the lower back, and stretch trunk muscles for increased comfort.",FALSE,FALSE,FALSE
1073978,Let Jill guide you in unclenching your breath and chest with this pec-focused rollout for relaxation of the shoulders and upper back.,Let Jill guide you in unclenching your breath and chest with this pec-focused rollout for relaxation of the shoulders and upper back.,FALSE,FALSE,FALSE
7632,"Relieve muscle cramps and stiffness in your lower body with this deep tissue massage sequence focusing on your feet, ankle, and lower leg taught by Jill.","Relieve muscle cramps and stiffness in your lower body with this deep tissue massage sequence focusing on your feet, ankle, and lower leg taught by Jill.",FALSE,FALSE,FALSE
7602,Join Jill and Kelly in this therapeutic massage treatment to enhance upper body function in overhead positions and optimize breath mechanics.,Join Jill and Kelly in this therapeutic massage treatment to enhance upper body function in overhead positions and optimize breath mechanics.,FALSE,FALSE,FALSE
7656,Maintain strength in your inner and outer thighs with Jill Miller as she guides you through a therapy ball massage to train elasticity for essential mobility and support.,Maintain strength in your inner and outer thighs with Jill Miller as she guides you through a therapy ball massage to train elasticity for essential mobility and support.,FALSE,FALSE,FALSE
7481,"Join Jill in this whole body class that uses only your mat for self-massage, mobility, strength, and balance - get ready to sweat!","Join Jill in this whole body class that uses only your mat for self-massage, mobility, strength, and balance - get ready to sweat!",FALSE,FALSE,FALSE
7624,"In this class, Jill guides you through an introduction to novel breath strategies that lead you into a profoundly relaxed state.","In this class, Jill guides you through an introduction to novel breath strategies that lead you into a profoundly relaxed state.",FALSE,FALSE,FALSE
7708,"Reset tone and ease tension in your upper back with this massage at the wall, allowing you to control the pressure depth as you give your hardworking muscles some well-deserved relief.","Reset tone and ease tension in your upper back with this massage at the wall, allowing you to control the pressure depth as you give your hardworking muscles some well-deserved relief.",FALSE,FALSE,FALSE
7689,"Release tension in your head, neck, and jaw with this relaxing sequence led by Jill Miller to help you find relief from headaches and neck pain, promoting faster sleep.","Release tension in your head, neck, and jaw with this relaxing sequence led by Jill Miller to help you find relief from headaches and neck pain, promoting faster sleep.",FALSE,FALSE,FALSE
7671,"Improve your breathing for pregnancy, delivery, and beyond with this rolling Breath Set practice focusing on ribcage and diaphragm muscles, all modifiable for any stage of pregnancy.","Improve your breathing for pregnancy, delivery, and beyond with this rolling Breath Set practice focusing on ribcage and diaphragm muscles, all modifiable for any stage of pregnancy.",FALSE,FALSE,FALSE
1073655,"In this video, Jill guides you to focus on the rise and fall of your belly for enhanced diaphragm awareness and control.","In this video, Jill guides you to focus on the rise and fall of your belly for enhanced diaphragm awareness and control.",FALSE,FALSE,FALSE
7748,"Join Jill Miller in this self massage video to practice Yoga Tune Up® Tubular Core and Receptive Core techniques using the Coregeous® ball for improved breath capacity, joint mobility, athletic performance, and stress reduction.","Join Jill Miller in this self massage video to practice Yoga Tune Up® Tubular Core and Receptive Core techniques using the Cour-gous® ball for improved breath capacity, joint mobility, athletic performance, and stress reduction.",FALSE,TRUE,TRUE
107165,Experience much-kneaded rollouts in this class with Jill to help your ankles and calves be at their best for improved ankle mobility and squat depth.,Experience much-kneaded rollouts in this class with Jill to help your ankles and calves be at their best for improved ankle mobility and squat depth.,FALSE,FALSE,FALSE
1058370,"In this class, Jill guides you through rollouts and exercises to support healthy wrists in your day-to-day activities.","In this class, Jill guides you through rollouts and exercises to support healthy wrists in your day-to-day activities.",FALSE,FALSE,FALSE
7630,Ease tension and relax facial muscles in this head and face self-massage sequence with Jill Miller.,Ease tension and relax facial muscles in this head and face self-massage sequence with Jill Miller.,FALSE,FALSE,FALSE
1081218,Improve shoulder strength and mobility with this class that addresses weaknesses and imbalances in your shoulders.,Improve shoulder strength and mobility with this class that addresses weaknesses and imbalances in your shoulders.,FALSE,FALSE,FALSE
7592,Learn how to carefully mobilize the respiratory diaphragm's attachments along the back of your body in this instructional session with Jill.,Learn how to carefully mobilize the respiratory diaphragm's attachments along the back of your body in this instructional session with Jill.,FALSE,FALSE,FALSE
1073971,"In this seated meditation, Jill guides you to strengthen your connection to your inner voice by blocking out distractions and focusing on your subtle inner senses.","In this seated meditation, Jill guides you to strengthen your connection to your inner voice by blocking out distractions and focusing on your subtle inner senses.",FALSE,FALSE,FALSE
7750,Discover the interconnections of your anatomy and how to target different layers of soft tissues with Yoga Tune Up® therapy balls alongside Jill Miller.,Discover the interconnections of your anatomy and how to target different layers of soft tissues with Yoga Tune Up® therapy balls alongside Jill Miller.,FALSE,FALSE,FALSE
1074464,"Experience a powerful practice with Jill as she guides you through Witness Breath, enhancing your awareness and interoception through a simple yet profound breath exercise.","Experience a powerful practice with Jill as she guides you through Witness Breath, enhancing your awareness and interoception through a simple yet profound breath exercise.",FALSE,FALSE,FALSE
7746,"Explore a dynamic routine with Jill focusing on hip socket mobility through slow stretches, self-massage, and joint movements for improved sitting, standing, and walking ease.","Explore a dynamic routine with Jill focusing on hip socket mobility through slow stretches, self-massage, and joint movements for improved sitting, standing, and walking ease.",FALSE,FALSE,FALSE
1074467,Learn how to assess your recovery and determine the appropriate exercise level with Jill as she guides you through the Exhale Test in this video.,Learn how to assess your recovery and determine the appropriate exercise level with Jill as she guides you through the Exhale Test in this video.,FALSE,FALSE,FALSE
1068077,"In this video, Jill helps you increase thoracic respiration and enhance your breath's resilience using Coregeous to free up the rib cage side body.","In this video, Jill helps you increase thoracic respiration and enhance your breath's resilience using Cour-gous to free up the rib cage side body.",FALSE,TRUE,TRUE
1039587,"Join Jill in this LIVE Interactive Class as she explores a shoulder-to-hand series designed to aid with carpel tunnel syndrome, offering insights on rolling speed, restless leg syndrome, and in-depth club foot anatomy.","Join Jill in this LIVE Interactive Class as she explores a shoulder-to-hand series designed to aid with carpel tunnel syndrome, offering insights on rolling speed, restless leg syndrome, and in-depth club foot anatomy.",FALSE,FALSE,FALSE
1058164,"Explore the science and practice of physical and emotional resilience led by Jill in this masterclass, where you'll uncover new ways to harness the power of breath for self-regulation and relaxation.","Explore the science and practice of physical and emotional resilience led by Jill in this masterclass, where you'll uncover new ways to harness the power of breath for self-regulation and relaxation.",FALSE,FALSE,FALSE
1073981,Engage your tubular respiratory core from pelvis to thoracis in this session led by Jill.,Engage your tubular respiratory core from pelvis to thoracis in this session led by Jill.,FALSE,FALSE,FALSE
7651,"Join Jill Miller and Kelly Starrett in this video as they provide an overview of the features, care, and maintenance for each therapy ball in our Treat While You Train toolkit.","Join Jill Miller and Kelly Starrett in this video as they provide an overview of the features, care, and maintenance for each therapy ball in our Treat While You Train toolkit.",FALSE,FALSE,FALSE
7609,"In this video, Jill guides you through a self-massage rollout focusing on the upper back to maintain free movement and enhance power in lifting and carrying activities.","In this video, Jill guides you through a self-massage rollout focusing on the upper back to maintain free movement and enhance power in lifting and carrying activities.",FALSE,FALSE,FALSE
7504,"In this class, Jill will guide you through techniques to mobilize, stabilize, and revitalize the primary support structure of your head with a focus on neck refreshment.","In this class, Jill will guide you through techniques to mobilize, stabilize, and revitalize the primary support structure of your head with a focus on neck refreshment.",FALSE,FALSE,FALSE
1073830,"In this video, Jill guides you to up-level your diaphragm stretch and enhance diaphragmatic efficiency through added core work in your diaphragm vacuum practice.","In this video, Jill guides you to up-level your diaphragm stretch and enhance diaphragmatic efficiency through added core work in your diaphragm vacuum practice.",FALSE,FALSE,FALSE
7519,Explore the versatility of the Coregeous ball as Jill guides you through using it for self-massage and strength-building purposes.,Explore the versatility of the Cour-gous ball as Jill guides you through using it for self-massage and strength-building purposes.,FALSE,TRUE,TRUE
7617,Join Jill as she guides you through a special class dedicated to connecting with the healing process of your body and bringing mobility to your unique scars in this historical tour of your body and its stories.,Join Jill as she guides you through a special class dedicated to connecting with the healing process of your body and bringing mobility to your unique scars in this historical tour of your body and its stories.,FALSE,FALSE,FALSE
1056369,This class guides you through exercises and rollouts to improve motion of the shoulder joints and promote stability when dealing with a winged scapula with Jill's expert guidance.,This class guides you through exercises and rollouts to improve motion of the shoulder joints and promote stability when dealing with a winged scapula with Jill's expert guidance.,FALSE,FALSE,FALSE
7710,"Jill demonstrates a side lying exercise focusing on mobilizing the shoulders, spine, and ribcage for improved breath function and core support.","Jill demonstrates a side lying exercise focusing on mobilizing the shoulders, spine, and ribcage for improved breath function and core support.",FALSE,FALSE,FALSE
1081222,"Join Jill in this swift class that offers 5 daily moves to support your fingers, palms, and wrists for optimal hand health.","Join Jill in this swift class that offers 5 daily moves to support your fingers, palms, and wrists for optimal hand health.",FALSE,FALSE,FALSE
,"In this DVD segment, nan leads you through a comprehensive dive into your lower torso tissues to restore fluid movement and enhance power and mobility.","In this DVD segment, nan leads you through a comprehensive dive into your lower torso tissues to restore fluid movement and enhance power and mobility.",FALSE,FALSE,FALSE
1074116,Wrap yourself in a cozy blanket burrito to enhance relaxation and deepen your sensory experience with Jill's hug roll exercise.,Wrap yourself in a cozy blanket burrito to enhance relaxation and deepen your sensory experience with Jill's hug roll exercise.,FALSE,FALSE,FALSE
1073646,Learn how to refresh your breath with Jill as she guides you through releasing residual air for improved aerobic capacity.,Learn how to refresh your breath with Jill as she guides you through releasing residual air for improved aerobic capacity.,FALSE,FALSE,FALSE
7543,"Join Jill in this class as she re-orients gravity and transforms the wall into your primary practice site to tone and tune every bit of your body, providing a powerful workout for your shoulders, hips, spine, and periphery.","Join Jill in this class as she re-orients gravity and transforms the wall into your primary practice site to tone and tune every bit of your body, providing a powerful workout for your shoulders, hips, spine, and periphery.",FALSE,FALSE,FALSE
1074268,"Jill guides you through a Hand Dance Meditation practice that helps you find peace and joy through stillness, reducing discomfort from relaxation-induced anxiety.","Jill guides you through a Hand Dance Meditation practice that helps you find peace and joy through stillness, reducing discomfort from relaxation-induced anxiety.",FALSE,FALSE,FALSE
1058389,Learn how to master 9 proven self myofascial release rolling techniques for almost any soft tissue through Jill's Roll Model self-massage approach.,Learn how to master 9 proven self myofascial release rolling techniques for almost any soft tissue through Jill's Roll Model self-massage approach.,TRUE,FALSE,TRUE
1074246,Relax and release stress by targeting the shoulder and chest muscles with Jill to improve your breath.,Relax and release stress by targeting the shoulder and chest muscles with Jill to improve your breath.,FALSE,FALSE,FALSE
7679,"In this KneeHow class, Jill Miller guides you through a strengthening sequence that integrates the whole body and core to provide support for your knees.","In this KneeHow class, Jill Miller guides you through a strengthening sequence that integrates the whole body and core to provide support for your knees.",FALSE,FALSE,FALSE
1069627,"Rest a Coregeous ball behind the backside of your ribs to inspire added mobility and elasticity in your breath, movement, and spirit.","Rest a Cour-gous ball behind the backside of your ribs to inspire added mobility and elasticity in your breath, movement, and spirit.",FALSE,TRUE,TRUE
7752,"Discover how to master the Tubular Core technique as Jill Miller guides you through step-by-step instructions, preparing your spine for dynamic action.","Discover how to master the Tubular Core technique as Jill Miller guides you through step-by-step instructions, preparing your spine for dynamic action.",FALSE,FALSE,FALSE
7714,Restore range of motion and strength to your neck with exercises and self-massage for improved muscle function and nervous system activation.,Restore range of motion and strength to your neck with exercises and self-massage for improved muscle function and nervous system activation.,FALSE,FALSE,FALSE
14808,Jill introduces novel twisting motions to challenge the shape of your breath from the inside out in this engaging class.,Jill introduces novel twisting motions to challenge the shape of your breath from the inside out in this engaging class.,FALSE,FALSE,FALSE
7700,"Improve your shoulder mobility with simple exercises and dynamic movements, along with upper back massages to enhance fluid movement in the shoulder area led by Jill Miller.","Improve your shoulder mobility with simple exercises and dynamic movements, along with upper back massages to enhance fluid movement in the shoulder area led by Jill Miller.",FALSE,FALSE,FALSE
7545,Join Jill in this 30-minute Breath & Core class where she guides you through strategies for increasing breath-holds and improving breath quality through a blend of breath holding practices and rollouts.,Join Jill in this 30-minute Breath & Core class where she guides you through strategies for increasing breath-holds and improving breath quality through a blend of breath holding practices and rollouts.,FALSE,FALSE,FALSE
1067924,Position yourself with Jill to shear love your sacrum using a Coregeous Ball for tension release and relaxation after a stressful day.,Position yourself with Jill to shear love your sacrum using a Cour-gous Ball for tension release and relaxation after a stressful day.,FALSE,TRUE,TRUE
1067920,"Join Jill as she uses an ALPHA Ball to stretch and unwind QL tension, helping you dig deep into your low back muscles.","Join Jill as she uses an ALPHA Ball to stretch and unwind QL tension, helping you dig deep into your low back muscles.",FALSE,FALSE,FALSE
7522,Enhance your core strength by exploring the interconnectedness of your psoas and diaphragm in this class led by Jill.,Enhance your core strength by exploring the interconnectedness of your psoas and diaphragm in this class led by Jill.,FALSE,FALSE,FALSE
1068075,"In this video, Jill guides you through exercises to enhance your awareness of dynamic pelvic floor tone.","In this video, Jill guides you through exercises to enhance your awareness of dynamic pelvic floor tone.",FALSE,FALSE,FALSE
7501,"Jill explores the myth of softening your glutes in bridge, focusing on the pelvis/spine relationship to help you embody your booty.","Jill explores the myth of softening your glutes in bridge, focusing on the pelvis/spine relationship to help you embody your booty.",FALSE,FALSE,FALSE
1074458,"Join Jill for a guided breath session that boosts your brain, breath, and attitude with waves of hums to bring harmony within.","Join Jill for a guided breath session that boosts your brain, breath, and attitude with waves of hums to bring harmony within.",FALSE,FALSE,FALSE
1072878,Rock into relaxation and decompress the spine with slow pelvic undulations that awaken breath and movement in this calming video segment with Jill.,Rock into relaxation and decompress the spine with slow pelvic undulations that awaken breath and movement in this calming video segment with Jill.,FALSE,FALSE,FALSE
1058282,Join Jill as she leads you through major and minor joint articulations to help you embody the language of your body.,Join Jill as she leads you through major and minor joint articulations to help you embody the language of your body.,FALSE,FALSE,FALSE
1074128,Learn to breathe more efficiently and engage your postural muscles with Jill as she guides you through a Classic Standing Diaphragm Vacuum variation.,Learn to breathe more efficiently and engage your postural muscles with Jill as she guides you through a Classic Standing Diaphragm Vacuum variation.,FALSE,FALSE,FALSE
7593,Join Jill Miller and Kelly Starrett as they guide you through a self-massage rolling practice focusing on your lower torso to enhance fluid movement and power in various directions.,Join Jill Miller and Kelly Starrett as they guide you through a self-massage rolling practice focusing on your lower torso to enhance fluid movement and power in various directions.,FALSE,FALSE,FALSE
7483,Dissect the classic plank exercise joint-by-joint and reconstruct it as a whole-body stability expression in this class with Jill.,Dissect the classic plank exercise joint-by-joint and reconstruct it as a whole-body stability expression in this class with Jill.,FALSE,FALSE,FALSE
7528,"Unlock new ranges of motion with this unique side bend asana instructed by Jill, offering a gateway to explore different movements.","Unlock new ranges of motion with this unique side bend asana instructed by Jill, offering a gateway to explore different movements.",FALSE,FALSE,FALSE
14797,"Prepare your body for your running journey with Jill's class, whether you're a seasoned runner or looking to hit the pavement, trail, or beach.","Prepare your body for your running journey with Jill's class, whether you're a seasoned runner or looking to hit the pavement, trail, or beach.",FALSE,FALSE,FALSE
7505,"In this post-running stretch routine, Jill Miller guides you through exercises to strengthen and lengthen the hips, shoulders, and low back, aiding in better movement for your next run.","In this post-running stretch routine, Jill Miller guides you through exercises to strengthen and lengthen the hips, shoulders, and low back, aiding in better movement for your next run.",FALSE,FALSE,FALSE
7527,Learn how to maintain the mobility and functionality of knee-related tissues to combat the predicted 400% increase in knee replacements over the next 20 years in this essential class with Jill.,Learn how to maintain the mobility and functionality of knee-related tissues to combat the predicted 400% increase in knee replacements over the next 20 years in this essential class with Jill.,FALSE,FALSE,FALSE
14819,"Join Jill for the second class in the HIIT-ish category, focusing on precovery and recovery rollouts while navigating a health-building intensity on-ramp.","Join Jill for the second class in the HIIT-ish category, focusing on precovery and recovery rollouts while navigating a health-building intensity on-ramp.",FALSE,FALSE,FALSE
746924,Explore rolling and activation exercises to enhance the support of the backside pelvis and leave you with a Happy New Rear each time with Jill.,Explore rolling and activation exercises to enhance the support of the backside pelvis and leave you with a Happy New Rear each time with Jill.,FALSE,FALSE,FALSE
1058391,"Embark on a journey through this experiential anatomy class with Jill to explore the psoas, a key hip flexor that connects various joints.","Embark on a journey through this experiential anatomy class with Jill to explore the psoas, a key hip flexor that connects various joints.",FALSE,FALSE,FALSE
7694,"Massage deeply into the back and sides of the hips and IT band with Jill to enhance gait, mobility, and posture ease.","Massage deeply into the back and sides of the hips and IT band with Jill to enhance gait, mobility, and posture ease.",FALSE,FALSE,FALSE
7536,"Join Jill in this class as she addresses myths around hip mobility, helping you to explore the under-explored mid-range of your body's movement potential.","Join Jill in this class as she addresses myths around hip mobility, helping you to explore the under-explored mid-range of your body's movement potential.",FALSE,FALSE,FALSE
7696,"Join Jill Miller in this video to discover a sequence of seated mobility exercises, KneeHab1, designed to optimize movement in your knees, ankles, and hips.","Join Jill Miller in this video to discover a sequence of seated mobility exercises, KneeHab1, designed to optimize movement in your knees, ankles, and hips.",FALSE,FALSE,FALSE
7650,"Learn about the muscles impacted by pregnancy through this educational video, guiding you in self-massage and rolling practices.","Learn about the muscles impacted by pregnancy through this educational video, guiding you in self-massage and rolling practices.",FALSE,FALSE,FALSE
1073835,"In this video, Jill challenges you to double the spinal decompression for an intensified diaphragm stretch in a whole body bridge.","In this video, Jill challenges you to double the spinal decompression for an intensified diaphragm stretch in a whole body bridge.",FALSE,FALSE,FALSE
1097785,Learn how to support hypermobile bodies with best practice guidelines for rolling and relieve pain in this class instructed by Jill.,Learn how to support hypermobile bodies with best practice guidelines for rolling and relieve pain in this class instructed by Jill.,FALSE,FALSE,FALSE
7610,Enhance circulation and function in your hips with this rolling practice that supports mobility for pregnancy and beyond taught by Jill Miller.,Enhance circulation and function in your hips with this rolling practice that supports mobility for pregnancy and beyond taught by Jill Miller.,FALSE,FALSE,FALSE
1075788,"In this video, Jill guides you through scruff work to enhance cervical rotation and improve mobility in the spine.","In this video, Jill guides you through scruff work to enhance cervical rotation and improve mobility in the spine.",FALSE,FALSE,FALSE
7613,Engage your entire core from shoulders to pelvis in this advanced practice with Jill Miller.,Engage your entire core from shoulders to pelvis in this advanced practice with Jill Miller.,FALSE,FALSE,FALSE
7637,"In this video, Jill Miller and Kelly Starrett show you how to perform a hand to elbow self-massage to relieve tension and improve movement in your nerves, muscles, and joints.","In this video, Jill Miller and Kelly Starrett show you how to perform a hand to elbow self-massage to relieve tension and improve movement in your nerves, muscles, and joints.",FALSE,FALSE,FALSE
1067913,Roll and desensitize your Psoas to enhance hip flexibility and deepen your breath with Jill using a Coregeous Ball in this video.,Roll and desensitize your Psoas to enhance hip flexibility and deepen your breath with Jill using a Cour-gous Ball in this video.,FALSE,TRUE,TRUE
1081212,"Join Jill for a class that focuses on revitalizing and strengthening your bottom to support your pelvis, back, and hip joints.","Join Jill for a class that focuses on revitalizing and strengthening your bottom to support your pelvis, back, and hip joints.",FALSE,FALSE,FALSE
1072592,"Enhance your posture and breath with this core training video, deepening your connection to your psoas-diaphragm relationship for fuller engagement.","Enhance your posture and breath with this core training video, deepening your connection to your psoas-diaphragm relationship for fuller engagement.",FALSE,FALSE,FALSE
7756,"This hand, wrist, and forearm sequence provides stretches and movements to fortify these essential body parts for better function and interaction with the environment.","This hand, wrist, and forearm sequence provides stretches and movements to fortify these essential body parts for better function and interaction with the environment.",FALSE,FALSE,FALSE
1039595,"In this online class, Jill guides you through strengthening your inner thighs to empower you with the fuel to tackle life's challenges.","In this online class, Jill guides you through strengthening your inner thighs to empower you with the fuel to tackle life's challenges.",FALSE,FALSE,FALSE
7724,This seated sequence with Jill guides you through a diverse range of spine movements to improve strength and flexibility for a healthier back.,This seated sequence with Jill guides you through a diverse range of spine movements to improve strength and flexibility for a healthier back.,FALSE,FALSE,FALSE
7605,"Revitalize your hands, forearms, and wrists with techniques that offer deep touch and light fluid drainage in this instructional video by Jill Miller.","Revitalize your hands, forearms, and wrists with techniques that offer deep touch and light fluid drainage in this instructional video by Jill Miller.",FALSE,FALSE,FALSE
7524,"Discover novel twisting motions in this class with Jill to comfortably pivot your body into the star pose of Yoga Asana, Twisted Triangle.","Discover novel twisting motions in this class with Jill to comfortably pivot your body into the star pose of Yoga Asana, Twisted Triangle.",FALSE,FALSE,FALSE
7575,Improve your glute range of motion and feel stronger in your coxal joints with Jill's guided Yoga Tune Up® class.,Improve your glute range of motion and feel stronger in your coxal joints with Jill's guided Yoga Tune Up® class.,FALSE,FALSE,FALSE
1073832,Learn how to enhance your breathwork and spine health with asymmetrical tractioning in this session led by Jill featuring a single leg stretch paired with diaphragm vacuum and bridge lifts.,Learn how to enhance your breathwork and spine health with asymmetrical tractioning in this session led by Jill featuring a single leg stretch paired with diaphragm vacuum and bridge lifts.,FALSE,FALSE,FALSE
7525,"Explore valid alternatives to Headstand, Shoulderstand, and Plow poses in this class led by Jill, along with special corrective neck exercises for longtime practitioners of these challenging asanas.","Explore valid alternatives to Headstand, Shoulderstand, and Plow poses in this class led by Jill, along with special corrective neck exercises for longtime practitioners of these challenging asanas.",FALSE,FALSE,FALSE
1074243,"Explore how to nurture your breath, neck, and shoulders with the gentle touch of a Coregeous Ball in this instructional video by Jill.","Explore how to nurture your breath, neck, and shoulders with the gentle touch of a Cour-gous Ball in this instructional video by Jill.",FALSE,TRUE,TRUE
7672,"Discover self-massage techniques with Jill Miller to alleviate tension and discomfort around the shoulder joint, focusing on areas like the rotator cuff.","Discover self-massage techniques with Jill Miller to alleviate tension and discomfort around the shoulder joint, focusing on areas like the rotator cuff.",FALSE,FALSE,FALSE
1074130,Engage your tubular core and spine with an advanced standing diaphragm vacuum led by Jill for a satisfying stretch and increased breath resilience.,Engage your tubular core and spine with an advanced standing diaphragm vacuum led by Jill for a satisfying stretch and increased breath resilience.,FALSE,FALSE,FALSE
1068063,Plow through your posterior at glacial speed with Jill to release tension and find new freedom in Gluteal Plow with Plus Pair.,Plow through your posterior at glacial speed with Jill to release tension and find new freedom in Gluteal Plow with Plus Pair.,FALSE,FALSE,FALSE
